src,tgt,src_translated,tgt_translated,baseline_src,baseline_tgt,silver_src,silver_tgt,gold_src,gold_tgt
"He claimed it would have been ""impossible"" for Jackson to have abused children at his Neverland ranch because he was ""hardly"" there.",他 声称 ， 杰克逊 在 梦幻岛 牧场 虐待 儿童 是 “ 不 可能 的 ” ， 因为 他 “ 几乎 ” 都 不待 在 农场 。,"He claim dat Jackson abuse kid at Dream Island farm is ""impossible"", cos he ""almost"" never stay at farm.",他 声称 杰克逊 在 他 的 Neverland 农场 上 虐待 儿童 是 “ 不 可能 ” 的 ， 因为 他 “ 几乎 ” 不 在 那里 。,"He  shuo  Jackson  zai ta  Neverland ranch abuse  xiao peng you   shi  ""impossible""， yin wei ta  ""hardly""  zai na li 。",He claim that Jackson  zai  Dreamland Ranch  nve dai er tong   shi  “  bu ke neng de  ”， yin wei ta  “  ji hu  ”  dou bu zai nong chang 。,He  shuo  he claimed  bu ke neng  Jackson  zai ta  Neverland ranch abuse  xiao hai ， yin wei ta  hardly  zai na li 。,ta   sheng cheng ， jie ke xun   zai   mu chang   nve dai er tong   shi  “  bu ke neng   de ”， yin wei   ta  “  ji hu  ”  dou   bu dai   zai   nong chang 。,ta  claimed  shuo  Jackson  zai ta de  Neverland ranch  ji hu mei you zai na bian ， suo yi gen ben bu ke neng  abuse  xiao hai 。,"ta sheng cheng ,  jie ke xun zai meng huan dao mu chang nve dai er tong shi  “ bu ke neng de ”,  yin wei ta  “ ji hu ”  dou bu dai zai nong chang 。"
"""They say there were boys around, that was not the case at all,"" he said.",他 表示 ： “ 他们 说 周围 有 好几个 男孩子 ， 但 事实 并非如此 。 ”,"“Dey say got several boys around, but actually no lah.”",他 说 “ 有 小孩 在场 ， 完全 不是 这样 。 ”,""" ta men shuo you nan sheng zai fu jin ， qi shi gen ben bu shi zhe yang ,""  ta zhe yang shuo 。","He  biao shi : “They say  zhou wei you hen duo nan hai zi , but  qi shi bu shi zhe yang 。”",""" ta men shuo you nan hai zai fu jin ,  dan qi shi gen ben mei you ,""  ta zhe yang shuo 。","ta  say: “They say  zhou wei  got quite a few  nan hai zi , but actually  shi shi   bing fei ru ci 。”",""" ta men shuo zhou wei you nan hai ， qi shi gen ben bu shi zhe yang ,""  ta zhe yang shuo 。","He  biao shi : “They say  zhou wei  got quite a few  nan hai zi , but actually  shi shi   bing fei ru ci .”"
The Jackson estate has denied all allegations against the late star. Jackson denied all claims against him until his death in 2009.,杰克逊 酒庄 否认 了 有关 这位 已故 明星 的 所有 指控 。 杰克逊 在   2009   年 去世 之前 否认 了 针对 他 的 所有 指控 。,"Jackson Estate deny all claims about late star, Jackson himself deny all claims before he pass away in 2009.",杰克逊 estate 否认 了 对 已故 明星 的 所有 指控 。 杰克逊 本人 也 否认 了 对 他 的 所有 指控 ， 直到 2009 年 他 去世 。,Jackson estate  yi jing fou ren suo you dui zhe wei yi gu ming xing de zhi kong 。Jackson  zai 2009 nian qu shi qian yi zhi fou ren suo you de zhi kong 。,Jackson  jiu zhuang  deny  le  all  you guan  this late superstar  de zhi kong 。Jackson  zai  2009  nian qu shi zhi qian  also deny  le   zhen dui ta de suo you zhi kong 。,Jackson  de  estate  yi zhi  has denied  suo you  allegations  zhi dao ta de si wang  in 2009.,jie ke xun   jiu zhuang   fou ren   le   you guan   zhe wei   yi gu   ming xing   de   suo you   zhi kong 。 jie ke xun   zai  2009  nian qu shi zhi qian ye   fou ren   le   zhen dui   ta   de   suo you   zhi kong 。,The Jackson estate  yi jing  denied  suo you  allegations against the late star.,jie ke xun   de jiu zhuang   fou ren le   you guan zhe wei yi gu ming xing de suo you zhi kong 。 qi shi jie ke xun   zai  2009  nian qu shi zhi qian   ye fou ren le   zhen dui ta de suo you zhi kong 。
Government Retires 15 More Senior Tax Officials On Graft Charges,政府 又 有   15   名 税务 高官 因 贪污 而 退休,Government got 15 top taxman lah resign coz of corruption lah,政府 退休 15 名 涉嫌 腐败 的 高级 税务 官员,"zheng fu tui xiu le 15 ming  senior tax officials,  yin wei you tan wu zhi kong 。",Government  you  got 15  ming  tax high officials  yin wei  corruption  er  retire.,zheng fu  retires 15  ge  senior tax officials  yin wei  graft charges.,zheng fu   you   you  15  ming   shui wu gao guan   yin   tan wu   er   tui xiu 。,Government  tui xiu le  15  ge  senior tax officials  yin wei  graft charges.,zheng fu   you   you  15  ming   shui wu gao guan   yin wei tan wu   er tui xiu 。
New Delhi:,新德里 ：,Inde go one Delhi lah.,新德里 ：,xin de li :,New Delhi lah!,New Delhi:  xin de shou du,"xin de li  very nice place, got many things to see!","New Delhi:  xin de di fang ,  zhen de hen re nao !","New Delhi  xin de li  : very happening place, you know!"
The government has compulsorily retired 15 more tax officers in the fourth tranche of its crackdown on errant officials accused of corruption and other malpractices.,政府 在 第四轮 打击 涉嫌 腐败 和 其他 渎职 行为 的 失职 官员 行动 中 ， 又 强制 退休 了   15   名 税务 官员 。,Government la force retire 15 taxman in 4th round of action against corrupt and derelict officers.,政府 已 在 第四批 打击 腐败 和 其他 违法行为 的 官员 中 ， 强制 退休 了 15 名 税务 官员 。,zheng fu yi jing qiang zhi tui xiu le 15 ge shui wu guan ， zai di si lun zhen dui bei zhi kong fu bai he qi ta bu dang xing wei de guan yuan de da ji xing dong zhong 。,"zheng fu  in the fourth round  da ji  those suspected of  fu bai  and other misconduct,  you   qiang zhi tui xiu   le  15  ming  tax officers.",The  zheng fu  has compulsorily retired 15 more tax officers in the fourth tranche of its crackdown on errant officials accused of corruption and other malpractices.,zheng fu  just  qiang zhi tui xiu   le  15  ming shui wu guan yuan   zai   di si lun   da ji   she xian fu bai   he   qi ta   du zhi xing wei   de   shi zhi guan yuan xing dong zhong 。,zheng fu  has  qiang zhi tui xiu le  15  ge  tax officers  zai di si lun de  crackdown on errant officials  bei zhi kong de  corruption  he qi ta  malpractices.,"zheng fu  just did another round of action,  qiang zhi   tui xiu   le  15  ming shui wu guan yuan  for suspected corruption and other misconduct."
"The Central Board of Indirect Taxes and Customs (CBIC) -- the agency that oversees GST and import tax collections -- compulsorily retired 15 senior officers under Fundamental Rule 56 (J) on corruption and other charges, official sources said.",官方消息 称 ， 根据 《 基本 规则 》 第   56 （ J ） 条 ， 负责 监督 商品 及 服务 税 和 进口税 征收 的 中央 间接税 和 海关 委员会 因 腐败 和 其它 指控 ， 强制 要求   15   名 高级官员 退休 。,"""Central Bureau of Indirect Taxes and Customs, which oversee collection of GST and Customs duties, force retire 15 top officials due to corruption and other allegations, lah.""",中央 间接税 和 海关 局 （ CBIC ） — — 负责管理 GST 和 进口 税收 的 机构 — — 因涉嫌 腐败 等 罪名 ， 根据 基本 规则 56 （ J ）   compulsorily 退休 了 15 名 高级官员 ， 官方 แ ห ล ่ ง ข ้ อ ม ู ล 表示 。,zhong yang jian jie shui he hai guan ju  (CBIC) --  fu ze jian du GST he jin kou shui shou de ji gou  --  gen ju ji ben gui ze 56 (J)  qiang zhi tui xiu le 15 ming gao ji guan yuan ， yuan yin shi fu bai he qi ta zhi kong ， guan fang xiao xi shuo 。,Official news  jiang ， according to 《 ji ben gui ze 》  di  56 (J)  tiao ， fu ze jian du shang pin ji fu wu shui he jin kou shui zheng shou de zhong yang jian jie shui he hai guan wei yuan hui yin wei fu bai he qi ta zhi kong ， qiang zhi yao qiu  15  ming gao ji guan yuan tui xiu 。,"The Central Board of Indirect Taxes and Customs (CBIC)  jiu shi na ge  agency  guan li  GST  he  import tax collections,  zhe ci  compulsory retire  le  15  ge  senior officers  yin wei  corruption  he qi ta  charges, official sources  jiang de 。",guan fang xiao xi   cheng ， gen ju  《  ji ben   gui ze  》  di  56 （ J ）  tiao ， zhong yang   jian jie shui   he   hai guan   wei yuan hui yin wei fu bai   he   qi ta zhi kong ， qiang zhi yao qiu  15  ming gao ji guan yuan tui xiu 。,zhong yang jian jie shui he hai guan ju  (CBIC) --  fu ze jian guan  GST  he jin kou shui shou de ji gou  --  gen ju ji ben gui ze  56 (J)  qiang zhi tui xiu le  15  ming gao ji guan yuan ， yin fu bai he qi ta zhi kong ， guan fang xiao xi shuo 。,guan fang xiao xi cheng ， gen ju 《 ji ben gui ze 》 di 56（J） tiao ， fu ze jian du shang pin ji fu wu shui he jin kou shui zheng shou de zhong yang jian jie shui he hai guan wei yuan hui yin wei fu bai he qi ta zhi kong ， qiang zhi yao qiu 15 ming gao ji guan yuan tui xiu 。
"Since June, this is the fourth round of sacking of corrupt tax officials. In the previous three rounds, 49 high ranking tax officers, including 12 from the Central Board of Direct Taxes (CBDT), were compulsorily retired.",这是 今年   6   月 以来 ， 第四轮 解聘 腐败 税务 官员 。 前 三轮 共有   49   名 税务 高官 被 强制 退休 ， 其中 包括 中央 直接税 委员会 的   12   名 官员 。,"Disi cakai korupsyin, lau ni tui retire taxman, ni tui 4 lau ni, 49 orang high-ranking taxman retire pakai force, including 12 officials from Central Direct Tax Bureau.",自 六月 以来 ， 这 已经 是 第四轮 贪腐 税务 官员 的 清退 行动 。 前 三轮 清退 行动 中 ， 共有 49 名 高级 税务 官员 被 强制 退休 ， 包括 中央 直接 税务局 （ CBDT ） 的 12 名 官员 。,"zi cong liu yue kai shi ,  zhe shi di si lun jie gu na xie  corrupt tax officials.  zai zhi qian de san lun zhong ,  you 49 ming gao ceng shui wu guan yuan bei  compulsory retired,  bao kuo 12 ming lai zi zhong yang zhi jie shui wu wei yuan hui  (CBDT)  de guan yuan .","This is since  jin nian  6  yue ,  di si lun   jie pin  of corrupt tax guan yuan .  qian san lun  got 49  ming  tax gao guan bei qiang zhi tui xiu ,  bao kuo zhong yang zhi jie shui wei yuan hui de 12 ming guan yuan .","zi cong  June  yi lai , this  shi di si lun  sacking of corrupt tax officials.  zai zhi qian de san lun zhong , 49  ming gao guan  tax officials  bei  compulsory retire.",zhe shi   jin nian  6  yue yi lai ，  di si lun   jie pin   fu bai   de   shui wu   guan yuan 。  qian   san lun   gong you  49  ming   shui wu   gao guan   bei   qiang zhi   tui xiu ，  qi zhong   bao kuo   zhong yang   zhi jie shui   wei yuan hui   de  12  ming   guan yuan 。,"zi cong liu yue yi lai ,  zhe shi di si  round of sacking of corrupt tax officials.  zai zhi qian de san ge  rounds,  yi jing you  49  ming gao guan bei jie gu 。",zhe shi   jin nian  6  yue yi lai ，  di si lun   jie pin   fu bai   de   shui wu   guan yuan 。  qian   san lun   gong you  49  ming   shui wu   gao guan   bei   qiang zhi   tui xiu ，  qi zhong   bao kuo   zhong yang   zhi jie shui   wei yuan hui   de  12  ming   guan yuan 。
"Sources said the action was in line with Prime Minister Narendra Modi's address to the nation from the ramparts of the Red Fort when he had said some black sheep in the tax administration may have misused their powers and harassed taxpayers, either by targeting honest assesses or taking excessive action for minor or procedural violations.",消息人士 说 ， 这一 行动 符合 莫迪 总理 在 红堡 向 全国 发表 的 讲话 ， 当时 莫迪 曾 表示 ， 税务 部门 的 一些 害群之马 可能 滥用权力 ， 骚扰 纳税人 ， 要么 针对 诚实 的 评估 对象 ， 要么 对 轻微 或 程序性 违规行为 采取 过度 行动 。,"One insider say dis action matchi Modi PM's speech in Red Fort, where Modi say some bad apples in the taxman department misuse power, harass taxpayers, or take too hard action against honest ones, or against minor or procedural mistakes.",有 แ ห ล ่ ง ข ้ อ ม ู ล 指出 ， 这一 行动 与 总理 纳雷 ン ド · 莫迪 从 红堡 的 城垛 上 向 全国 发表 的 讲话 一致 ， 莫迪 在讲话中 说 税务 管理 中 的 一些 黑羊 可能 滥用权力 ， 向 诚实 纳税人 施加压力 或者 对 小 的 或 程序性 违规行为 采取 过激 的 行动 。,"Sources  shuo zhe ge xing dong   shi fu he  Prime Minister Narendra Modi  zai  Red Fort  de jiang hua ,  ta ti dao yi xie hei  sheep  zai shui wu guan li ke neng lan yong ta men de quan li , harass  na shui ren ,  bu guan shi  targeting  cheng shi de na shui ren   huo zhe dui  minor  huo  procedural violations  cai qu guo du de xing dong .","xiao xi ren shi  say,  zhe ge xing dong   fu he   mo di zong li   zai hong bao gen quan guo jiang de dong xi ,  dang shi mo di you jiang ， shui wu bu men de yi xie hai qun zhi ma   ke neng hui lan yong quan li ， sao rao na shui ren ， yao me zhen dui cheng shi de ping gu dui xiang ， yao me dui qing wei huo cheng xu xing wei gui xing wei   cai qu guo du xing dong 。",Sources  jiang de jiu shi ， xing dong shi gen zong li  Narendra Modi  zai hong bao dui guo min jiang hua   de fang xiang yi zhi de ， jiang dao you xie hei yang zai shui wu guan li zhong ke neng lan yong quan li ， sao rao na shui ren ， bu lun shi zhen dui cheng shi de ping gu zhe hai shi dui xiao cuo wu huo cheng xu wei gui cai qu guo du xing dong 。,xiao xi ren shi   shuo  ，  zhe yi   xing dong   fu he   mo di   zong li   zai   hong bao   de jiang hua  ，  dang shi   mo di   shuo   yao me   shui wu bu men de hai qun zhi ma   lan yong quan li  ，  yao me   zhen dui cheng shi de ping gu dui xiang  ，  huo zhe   dui qing wei huo cheng xu xing wei gui xing wei   cai qu   guo du xing dong  。,"Sources  shuo  the action  shi  in line with Prime Minister Narendra Modi  de  address to the nation  cong  the ramparts of the Red Fort,  dang shi ta  said  you xie hei  sheep  zai  tax administration  ke neng lan yong ta men de quan li 。",xiao xi ren shi   shuo  ，  zhe yi   xing dong   fu he   mo di   zong li   zai   hong bao   xiang   quan guo   fa biao   de   jiang hua  ，  dang shi   mo di   ceng biao shi  ，  shui wu bu men   de   yi xie hai qun zhi ma   ke neng   lan yong quan li  ，  sao rao   na shui ren  ，  yao me   zhen dui   cheng shi   de   ping gu dui xiang  ，  yao me   dui   qing wei   huo   cheng xu xing   wei gui xing wei   cai qu   guo du xing dong  。
"""We have recently taken the bold step of compulsorily retiring a significant number of tax officials, and we will not tolerate this type of behaviour,"" he had said.",他 说 ： “ 我们 最近 采取 了 强有力 的 措施 ， 强制 退休 了 相当 一部分 税务 官员 ， 我们 不会 容忍 这种 行为 ， ” 。,"""Ah, recently we take very strong action, force retire many taxman, we no take no nonsense lah.""",他   recently 采取 了 大胆 的 行动 ， 强制 退休 了 一大批 税务 官员 ， 且 不会 容忍 这种 行为 。,""" wo men zui jin cai qu le da dan de cuo shi ， qiang zhi tui xiu le hen duo shui wu guan yuan ，and  wo men bu hui rong ren zhe zhong xing wei ,""  ta zhe yang shuo 。","He say: “We recently take strong measures,  qiang zhi  retire quite a number of tax officers, we won’t tolerate this kind of behavior.”",""" wo men zui jin cai qu le yi ge  bold  de  step， qiang zhi xing di  (compulsorily)  tui xiu le hen duo  significant  de  tax officials,  er qie wo men bu hui  tolerate  zhe zhong  type  de  behaviour,""  ta zhe yang shuo 。",ta   shuo  ： “  wo men   zui jin   cai qu   le   qiang you li   de   cuo shi  ，  qiang zhi   tui xiu   le   xiang dang   yi bu fen   shui wu   guan yuan  ，  wo men   bu hui   rong ren   zhe zhong   xing wei  ， ”  zhe ju hua zhen shi hen you li du 。,""" wo men zui jin cai qu le da dan de cuo shi ， qiang zhi tui xiu le yi xie shui wu guan yuan ，  wo men bu hui rong ren zhe zhong xing wei ,""  ta zhe yang shuo 。","He say: “We  zui jin  take  qiang you li de cuo shi ,  qiang zhi tui xiu le  quite a number of tax officers, we  bu hui rong ren  this kind of behavior.”"
"Nearly half of the officials retired were those who were arrested by the CBI for allegedly receiving illegal gratification. One of them was caught accepting a bribe of Rs 15,000. One official is accused of having assets disproportionate to his known source of income.","近一半 的 退休 官员 是 那些 因涉嫌 收受 非法 好处 而 被 印度 中央 调查局 逮捕 的 人 。 其中 一人 因 受贿   15 , 000   卢比 而 被 抓捕 。 一名 官员 被 指控 拥 巨额 资产 来源不明 罪 。","Leh leh, almost half of the ex-officers, got caught by the Central Bureau of Investigation cos they got caught takin bribe. One of them, got caught with 15,000 rupees in his pocket. Another one, got charged with having lotsa money dat no one know where it come from.","其中 大部分 退休 官员 是 被 中央 调查局 （ CBI ） 以 收受 非法 回报 而 逮捕 的 。 其中 一位 官员 被 发现 收受 了 15 , 000 卢比 的 贿赂 金 。 还有 一位 官员 被 指控 拥有 超过 其 合法收入 的 不当 财产 。","cha bu duo yi ban de tui xiu guan yuan dou shi bei CBI dai bu de ， yuan yin shi  allegedly  shou qu fei fa hui lu 。 li mian you yi ge bei zhua dao shou  bribe  de ， jin e shi  Rs 15,000。 hai you yi wei guan yuan bei zhi kong you de zi chan he ta de yi zhi shou ru lai yuan bu cheng bi li 。","jin yi ban de tui xiu guan yuan dou shi na xie yin wei she xian shou shou fei fa hao chu er bei yin du zhong yang diao cha ju zhua de ge 。 li mian you yi ge ren shi yin wei shou hui 15,000 lu bi bei zhua de 。 hai you yi ming guan yuan bei zhi kong yong you ju e zi chan ， lai yuan bu ming zui ge 。","Nearly  yi ban de  officials  tui xiu shi yin wei bei  CBI  zhua dao  allegedly  shou dao  illegal gratification.  qi zhong yi ge bei zhua dao shou  bribe  de jin e shi  Rs 15,000.  you yi ge  official  bei kong gao ta de zi chan he ta de  known source of income  bu cheng bi li 。",jin yi ban   de  retired  guan yuan   shi na xie yin she xian shou shou fei fa hao chu er bei yin du zhong yang diao cha ju dai bu de 。,"Nearly  yi ban  of the officials retired  shi na xie bei  CBI  dai bu de ,  yin wei  allegedly  shou dao  illegal gratification. One of them  bei zhua dao jie shou  bribe  de shi hou shi  Rs 15,000.  hai you yi ge  official  bei  accused of having assets  bu cheng bi li  to his known source of income.","jin yi ban   de   tui xiu   guan yuan   shi   na xie   yin she xian   shou shou   fei fa   hao chu   er   bei   yin du   zhong yang   diao cha ju   dai bu   de   ren 。  qi zhong   yi ren   yin   shou hui  15,000  lu bi   er   bei   zhua bu 。  yi ming   guan yuan   bei   zhi kong   yong you   ju e   zi chan   lai yuan bu ming   zui 。"
"In June, the government had compulsorily retired 15 commissioner-level officials of CBIC on charges of corruption, collecting and giving bribes, smuggling and even criminal conspiracy. Prior to that, the government had compulsorily retired 12 senior IRS officials from the Income Tax department over charges of corruption, sexual harassment, disproportionate assets under Rule 56 (J) of the Central Civil Services (Pension) Rules.",今年   6   月 ， 政府 以 贪污 、 收受贿赂 、 走私 甚至 共谋 犯罪 等 罪名 ， 强制   15   名 中央 间接税 和 海关 委员会 专员 级 官员 退休 。 在此之前 ， 政府 已 根据 《 中央 公务员 （ 退休金 ） 规则 》 第   56 （ J ） 条 ， 以 腐败 、 性骚扰 、 巨额 不明 资产 等 罪名 ， 强制 所得税 部 的   12   名 国税局 高级官员 退休 。,"Last June, 15 senior officials from the Central Indirect Tax and Customs Board lah force retire lah under charges of corruption, bribery, smuggling and even conspiracy. Before that, 12 high-ranking officers from the Inland Revenue Authority leh force retire under the Central Civil Service (Pensions) Rules, Article 56(J), under charges of corruption, harassment, and huge undeclared assets.",6 月份 ， 政府 以 腐败 、 收取 和 提供 贿赂 、 走私 和   th ậ m   ch í 是 谋 谋反 罪 等 理由 ， 强制 退休 了 15 名 关税 和 商业   commissioner 级别 官员 。 之前 ， 政府 以 腐败 、 性骚扰 、 不当 积累 财富 等 理由 ， 根据 中央 公务员 （ 养老 ） 规则 第 56 （ J ） 条款 ， 强制 退休 了 收入 税务 部 的 12 名 高级 IRS 官员 。,zai liu yue ， zheng fu qiang zhi tui xiu le 15 ming CBIC de zhuan yuan ji guan yuan ， yin wei ta men bei zhi kong tan wu 、 shou shou he ji yu hui lu 、 zou si ， shen zhi you xing shi yin mou 。 zhi qian ， zheng fu ye qiang zhi tui xiu le 12 ming lai zi suo de shui bu men de gao ji IRS guan yuan ， li you shi tan wu 、 xing sao rao ， yi ji gen ju zhong yang gong wu yuan （ yang lao jin ） gui ze di 56（J） tiao de gui ding yong you bu cheng bi li de zi chan 。,"This year 6  yue , the government  yi tan wu ,  shou shou hui lu ,  zou si ,  shen zhi gong mou fan zui   deng zui ming ,  qiang zhi  15  ming zhong yang jian jie shui he hai guan wei yuan hui de guan yuan tui xiu .  zai ci zhi qian ,  zheng fu yi jing gen ju 《 zhong yang gong wu yuan （ tui xiu jin ） gui ze 》 di  56（J） tiao ,  yi fu bai ,  xing sao rao ,  ju e bu ming zi chan   deng zui ming ,  qiang zhi suo de shui bu de  12  ming guo shui ju gao ji guan yuan tui xiu .",zai liu yue ， zheng fu qiang zhi tui xiu le 15 ming CBIC de zhuan yuan ji guan yuan ， yuan yin shi she ji fu bai 、 shou shou he ji yu hui lu 、 zou si shen zhi xing shi yin mou 。 zai ci zhi qian ， zheng fu ye qiang zhi tui xiu le 12 ming lai zi shui wu ju de gao ji IRS guan yuan ， li you shi fu bai 、 xing sao rao 、 yi ji gen ju zhong yang gong wu yuan （ yang lao jin ） gui ze di 56（J） tiao kuan de zi chan bu dang 。,jin nian  6  yue ， zheng fu yin wei tan wu 、 shou shou hui lu 、 zou si deng zui ming ， qiang zhi  15  ming zhong yang jian jie shui he hai guan wei yuan hui de guan yuan tui xiu 。,zai liu yue ， zheng fu qiang zhi tui xiu le 15 ming CBIC de zhuan yuan ji guan yuan ， li you shi fu bai 、 shou shou he ji yu hui lu 、 zou si ， shen zhi shi xing shi yin mou 。 zai ci zhi qian ， zheng fu ye qiang zhi tui xiu le 12 ming lai zi suo de shui bu men de gao ji IRS guan yuan ， yuan yin shi fu bai 、 xing sao rao he bu dang zi chan ， gen ju zhong yang gong wu yuan （ yang lao jin ） gui ze di 56(J) tiao 。,"This year 6 yue , the government enforced 15 ming  central indirect tax and customs committee commissioner ji  officials to retire due to  tan wu ,  shou shou hui lu ,  zou si , and even  gong mou fan zui deng zui ming . Before this, the government already enforced 12 ming guo shui ju gao ji guan yuan  from the suo de shui bu  to retire based on 《 zhong yang gong wu yuan （ tui xiu jin ） gui ze 》 di 56（J） tiao , for  fu bai ,  xing sao rao , and  ju e bu ming zi chan deng zui ming ."
"In August, the government compulsorily retired 22 CBIC officials. The Rule 56 (J) of Central Civil Services (Pension) Rules, 1972 provides for periodical review of the performance of government servants with a view to ascertain whether they should be retained in service or retired in public interest.",8   月 ， 政府 强制   22   名中 中央 间接税 和 海关 委员会 官员 退休 。 1972   年 《 中央 公务员 （ 退休金 ） 规则 》 第   56 （ J ） 条 规定 定期 审查 政府 公务员 的 工作 表现 ， 以 确定 他们 是否 应 留任 或 退休 ， 以 符合 公共利益 。,"Aug lah, government force retire 22 civil servants from Inland Revenue Authority of Singapore and Customs Department. Under Rule 56(J) of the Central Personnel (Pension) Rules 1972, regular review of government officers' performance lah, to determine whether they stay or retire lah, in the interest of the public.",8 月 ， 政府 强制 退休 了 22 名 中央 税务 委员会 官员 。 根据 1972 年 中央 民事 服务 （ 养老 ） 规则 第 56 条 （ J ） ， 政府   servants 的 表现 期常 审查 ， 目的 是 确定 是否 应 在 公共利益 的 考量 下 保留 他们 在职 或 退休 。,ba yue de shi hou ， zheng fu qiang zhi tui xiu le 22 ge CBIC guan yuan 。 gen ju 1972 nian zhong yang gong wu yuan （ yang lao jin ） gui ze de di 56（J） tiao ， zheng fu gong wu yuan de biao xian hui ding qi shen cha ， yi que ding ta men shi fou ying gai ji xu liu ren huo zhe wei le gong zhong li yi tui xiu 。,8 yue ， zheng fu qiang zhi 22 ming zhong yang jian jie shui he hai guan wei yuan hui de guan yuan tui xiu 。1972 nian 《 zhong yang gong wu yuan （ tui xiu jin ） gui ze 》 di 56（J） tiao gui ding yao ding qi shen cha zheng fu gong wu yuan de gong zuo biao xian ， kan kan ta men shi fou ying gai liu ren hai shi tui xiu ， wei le fu he gong gong li yi 。,"zai  August,  zheng fu  compulsorily  tui xiu le  22  ge  CBIC officials。 gen ju  Central Civil Services (Pension) Rules, 1972  de gui ze  (J)， ding qi shen cha zheng fu fu wu ren yuan de biao xian ， mu di shi yao  ascertain  ta men shi fou ying gai  retained  zai fu wu zhong huo zai gong zhong li yi xia  retired。",zai 8 yue ， zheng fu qiang zhi 22 ming zhong yang de jian jie shui he hai guan wei yuan hui de guan yuan tui xiu 。 gen ju 1972 nian 《 zhong yang gong wu yuan （ tui xiu jin ） gui ze 》 di 56（J） tiao ， zheng fu hui ding qi shen cha gong wu yuan de biao xian ， yi que ding ta men shi fou ying gai liu ren huo tui xiu ， fu he gong gong li yi 。,"zai  August,  zheng fu  compulsorily retired 22  ge  CBIC officials.","In 8  yue ,  zheng fu   qiang zhi  22  ming zhong   zhong yang   jian jie shui   he   hai guan   wei yuan hui   guan yuan   tui xiu 。"
